accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
DAW58790,0,0,0,0,0,1,1
DAW48005,1,0,0,1,0,1,0
DAW45700,0,0,0,0,0,1,1
DAW43500,1,1,0,1,0,1,1
DAW41554,1,1,0,1,0,1,1
DAW39571,1,1,0,1,0,1,1
DAW36901,0,0,0,0,0,0,1
DAW35360,0,0,0,0,0,0,1
DAS44677,1,1,0,1,0,1,1
DAS41376,1,0,0,1,0,0,1
DAS32488,1,1,0,1,0,1,1
DAS26878,1,1,0,1,0,1,1
DAS25424,1,0,0,1,0,0,1
DAS21527,0,0,0,0,0,1,1
DAS16572,0,0,0,0,0,0,1
DAS12089,1,0,0,1,0,1,1
DAS10390,1,0,0,1,0,1,1
DAS08259,1,1,0,1,0,1,1
DAS07744,0,0,0,0,0,1,1
DAS05606,1,1,0,1,0,1,1
DAS00055,1,1,0,1,0,1,1
DAR95438,1,1,0,1,0,1,1
DAR95104,1,1,0,1,0,1,1
DAR93414,0,0,0,0,0,1,1
DAR88040,0,0,0,0,0,0,1
DAR87153,1,0,1,1,0,1,1
DAR86719,1,1,0,1,0,1,1
DAR85364,0,0,0,0,0,0,0
DAR73050,1,1,0,1,0,1,1
DAR65622,1,1,0,1,0,1,1
DAR64661,1,0,0,0,0,1,1
DAR64445,1,0,0,0,0,1,1
DAR64112,1,1,0,1,0,1,1
DAT13554,1,0,0,1,0,1,1
DAT10795,1,1,0,1,0,1,1
DAT07171,1,1,0,1,0,1,1
DAT07122,0,0,0,0,0,1,1
DAT06161,1,0,0,0,0,0,1
DAT04926,1,1,0,1,0,1,1
DAT03673,0,0,0,0,0,1,1
DAT03559,0,0,0,0,0,1,1
DAT03367,1,1,0,1,0,1,1
DAS96418,1,1,0,1,0,1,1
DAS95590,0,0,0,0,0,0,0
DAS89662,1,1,0,1,0,1,1
DAS88276,1,0,0,1,0,0,1
DAS86493,1,0,0,1,0,1,1
DAS85482,0,0,0,0,0,0,1
DAS81752,0,0,0,0,0,0,0
DAS79165,1,1,0,1,0,1,1
DAS77647,0,0,0,0,0,0,1
DAS76303,1,0,0,1,0,1,1
DAS65812,1,1,0,1,0,1,1
DAS65720,1,1,0,1,0,1,1
DAT97563,1,0,0,1,0,1,1
DAT94693,0,0,0,0,0,0,0
DAT92671,1,0,0,0,0,1,1
DAT84365,1,1,0,1,0,0,0
DAT83466,1,0,0,1,0,1,1
DAT76562,1,1,0,1,0,1,1
DAT66362,1,0,0,1,0,1,1
DAT64920,1,1,0,1,0,1,1
DAT58947,1,1,0,1,0,0,1
DAT58158,1,0,0,1,0,1,1
DAT53190,0,0,0,1,0,0,1
DAT52585,1,0,0,1,0,1,1
DAT50467,1,1,0,1,0,1,1
DAT44103,1,0,0,1,0,1,1
DAT43674,1,0,1,1,0,1,1
DAT40171,1,0,0,1,0,1,1
DAT38335,0,0,0,0,0,0,0
DAT30715,1,0,0,1,0,1,1
DAT27768,1,0,0,1,0,1,1
DAT25644,0,0,0,0,0,1,1
DAU69025,0,0,0,0,0,1,1
DAU65203,1,0,0,1,0,0,1
DAU64900,1,0,0,1,0,1,1
DAU64713,0,0,0,0,0,1,1
DAU40548,1,0,0,1,0,1,1
DAU36358,0,0,0,1,0,0,1
DAU28611,1,0,0,1,0,0,1
DAU27496,1,1,0,1,0,1,1
DAU26812,1,1,0,1,0,1,1
DAU24194,1,1,0,1,0,1,1
DAU15490,1,0,0,1,0,1,1
DAU12421,1,0,0,1,0,1,1
DAU10990,1,1,0,1,0,1,1
DAU04307,1,1,0,1,0,1,1
DAU00025,0,0,0,0,0,0,1
DAV25098,1,1,0,1,0,1,1
DAV19699,1,1,0,1,0,1,1
DAV19057,0,0,0,0,0,1,1
DAV17227,1,0,1,1,0,1,1
DAV08528,1,1,0,1,0,1,1
DAV06181,0,0,0,1,0,0,1
DAV00552,1,0,1,1,0,1,1
DAU92511,0,0,0,0,0,0,0
DAU91053,1,1,0,1,0,1,1
DAU85995,0,0,0,0,0,1,1
DAU84544,1,1,0,1,0,1,1
DAU77913,0,0,0,0,0,1,1
DAU69276,0,0,0,0,0,1,1
QWV60119,1,1,1,1,1,1,1
QLF87907,1,0,0,1,0,1,1
QLF87717,1,0,0,1,0,1,1
QLF87433,1,0,0,1,0,1,1
QLF87270,1,0,0,1,0,1,1
QLF86876,1,0,0,1,0,1,1
AUR81122,1,0,0,1,0,0,1
DAR09335,1,0,0,0,0,1,1
DAR06280,1,0,0,1,0,1,1
DAQ92877,1,1,0,1,0,1,1
DAQ91975,1,0,0,1,0,1,1
DAQ85770,1,0,0,1,0,1,1
DAQ81866,1,0,0,1,0,1,1
DAQ73633,1,0,0,0,0,1,1
DAQ71164,0,0,0,0,0,0,1
DAQ71113,1,1,0,1,0,1,1
DAQ69646,1,1,0,1,0,1,1
DAQ65685,0,0,0,0,0,0,0
DAQ55872,0,0,0,0,0,1,1
DAQ49263,0,0,0,0,0,0,1
DAQ48055,1,0,0,0,0,1,1
DAO97287,0,0,0,0,0,1,1
DAO94305,0,0,0,0,0,1,1
DAO93629,0,0,0,0,0,1,1
DAO92977,1,1,0,1,0,1,1
DAO89867,1,1,0,1,0,1,1
DAO78183,1,1,0,1,0,1,1
DAO77035,1,0,0,0,0,1,1
DAO71719,1,1,0,1,0,1,1
DAO69964,1,0,0,0,0,1,1
DAO67918,1,1,0,1,0,1,1
DAO62750,1,1,0,1,0,1,1
DAO60330,1,1,0,1,0,1,1
DAO60035,0,0,0,0,0,1,1
DAO54432,0,0,0,0,0,0,0
DAO46709,1,1,0,1,0,1,1
DAO41858,0,0,0,0,0,1,1
DAO40892,1,0,0,0,0,1,1
DAO34101,1,1,0,1,0,1,1
DAO30479,1,0,0,0,0,1,1
DAO28493,0,0,0,0,0,1,1
DAO27235,1,1,0,1,0,1,1
DAO26789,1,1,0,1,0,1,1
DAO26592,1,1,0,1,0,1,1
DAO25717,1,1,0,1,0,1,1
DAO15206,1,0,0,1,0,0,1
DAO13123,0,0,0,0,0,0,0
DAO11845,0,0,0,1,0,0,1
DAO11033,1,0,0,1,0,0,1
DAO10769,1,0,0,0,0,1,1
DAO04244,1,1,0,1,0,1,1
DAO01343,0,0,0,0,0,1,1
DAN77898,1,1,1,1,1,1,1
DAN76298,1,0,0,0,0,1,0
DAN74531,0,0,0,0,0,1,1
DAN62691,0,0,0,0,0,1,1
DAN61389,1,1,0,1,0,1,1
DAN61203,1,1,0,1,0,1,1
DAN56374,1,0,0,1,0,0,1
DAN52048,1,1,0,1,0,1,1
DAN50259,1,0,0,1,0,1,1
DAN46587,0,0,0,0,0,1,1
DAN43859,1,1,0,1,0,1,1
DAN39591,1,0,1,1,0,1,1
DAN38725,1,1,0,1,0,1,1
DAN35661,1,1,0,1,0,1,1
DAN33412,0,0,0,0,0,0,0
DAN30538,1,1,0,1,0,1,1
DAN28769,1,0,0,1,0,1,1
DAN24132,1,1,0,0,0,1,1
DAQ47253,0,0,0,0,0,1,1
DAQ39006,1,1,0,1,0,1,1
DAQ31529,1,1,0,1,0,1,1
DAQ31322,1,0,0,1,0,1,1
DAQ29082,1,1,0,1,0,1,1
DAQ28145,1,1,0,1,0,1,1
DAQ27936,1,0,0,1,0,1,1
DAQ26178,1,0,0,1,0,1,1
DAQ12663,1,0,0,1,0,1,1
DAQ11203,1,0,0,1,0,1,1
DAQ00717,1,1,0,1,0,1,1
DAP52441,1,1,0,1,0,1,1
DAP42272,1,0,0,1,0,1,1
DAP38299,0,0,0,0,0,1,1
DAP36599,1,1,0,1,0,1,0
DAP32211,1,0,0,1,0,1,1
DAP30957,0,0,0,0,0,1,1
DAP29743,1,0,0,1,0,0,1
DAP19468,1,1,0,1,0,1,1
DAP15226,1,1,0,1,0,1,1
DAP14923,1,0,0,1,0,0,1
DAP07343,1,1,0,1,0,1,1
DAP06953,1,1,0,1,0,1,1
DAP04662,1,1,0,1,0,1,0
DAR53586,0,0,0,0,0,1,1
DAR52602,1,1,0,1,0,1,1
DAR49587,1,1,0,1,0,1,1
DAR49582,1,1,0,1,0,1,1
DAR46220,0,0,0,0,0,1,1
DAR45157,0,0,0,0,0,0,0
DAR44273,0,0,0,0,0,0,1
DAR40428,1,1,0,1,0,1,1
DAR38295,1,1,0,1,0,1,1
DAR36180,1,1,0,1,0,1,1
DAR32051,0,0,0,0,0,1,0
DAR26769,1,0,0,0,0,1,1
DAR21623,0,0,0,0,0,1,1
DAR20362,0,0,0,0,0,0,1
DAR19886,0,0,0,0,0,1,1
DAR16263,1,1,0,1,0,1,1
DAR11822,1,0,0,1,0,1,1
DAP89504,1,1,0,1,0,1,1
DAP83687,1,1,0,1,0,1,1
DAP81485,1,0,0,0,0,1,1
DAP79005,0,0,0,0,0,0,0
DAP76321,0,0,0,0,0,0,1
DAP73365,0,0,0,0,0,1,1
DAP69003,0,0,0,0,0,1,1
DAP68524,0,0,0,0,0,1,1
DAP62738,0,0,0,0,0,1,1
DAP57964,0,0,0,0,0,1,1
DAP55306,1,0,0,1,0,1,1
DAP53977,1,0,0,1,0,1,1
QQO98195,1,0,0,1,0,1,1
QQO97995,1,0,0,1,0,1,1
QQO97795,1,0,0,1,0,1,1
QQO97595,1,0,0,1,0,1,1
DAK08631,1,0,0,1,0,0,1
DAK04331,1,0,0,1,0,1,1
DAJ98241,0,0,0,0,0,0,0
DAJ98004,1,0,0,1,0,1,1
DAJ88760,1,1,0,1,0,1,1
DAJ83011,1,1,0,1,0,1,1
DAJ77360,1,1,0,1,0,1,1
DAJ62772,1,0,0,1,0,1,1
DAJ59954,1,0,0,0,0,1,0
DAJ56426,1,0,0,1,0,1,1
DAJ50875,1,1,0,1,0,1,1
DAJ48419,1,1,0,1,0,1,1
DAJ47092,1,0,0,1,0,1,1
DAJ44976,1,1,0,1,0,1,1
DAJ40846,1,1,0,1,0,1,1
DAJ30664,1,0,0,1,0,1,1
DAJ30159,0,0,0,0,0,1,1
DAJ27934,1,1,0,1,0,1,1
DAJ26825,1,1,0,1,0,1,1
DAJ25270,0,0,0,0,0,1,1
DAN17643,0,0,0,0,0,1,1
DAN15183,1,1,0,1,0,1,1
DAN13136,0,0,0,0,0,0,1
DAN11359,1,0,0,1,0,1,1
DAN09678,1,0,0,1,0,1,1
DAN08776,1,0,0,0,0,1,1
DAN02277,0,0,0,1,0,1,1
DAN00199,1,0,0,1,0,1,1
DAM90530,0,0,0,0,0,1,1
DAM87790,1,1,0,1,0,1,1
DAM83964,1,0,0,1,0,0,1
DAM77998,0,0,0,0,0,1,1
DAM74473,1,1,0,1,0,1,1
DAM73414,0,0,0,0,0,0,0
DAM71696,1,0,0,1,0,1,1
DAM67426,1,0,0,1,0,1,0
DAM65441,1,1,0,1,0,1,1
DAM63289,1,0,0,1,0,1,1
DAM58299,0,0,0,1,0,0,1
DAM53963,0,0,0,0,0,1,1
DAM53133,1,0,1,1,0,1,1
DAM46295,1,1,0,1,0,1,1
DAM44443,1,0,0,1,0,1,1
DAM35757,1,1,0,1,0,1,1
DAM26601,1,1,0,1,0,1,1
DAM23424,1,1,0,1,0,1,1
DAM11299,0,0,0,0,0,1,1
DAM08316,1,1,0,1,0,1,1
DAM06116,1,1,0,1,0,1,1
DAM02170,0,0,0,0,0,0,1
DAM01247,1,0,0,1,0,1,1
DAL87323,1,1,0,1,0,1,1
DAL83709,0,0,0,0,0,1,1
DAL82027,1,0,0,1,0,1,1
DAL81710,0,0,0,0,0,1,1
DAL76680,1,1,0,1,0,1,1
DAL75018,0,0,0,0,0,1,1
DAL73243,1,1,0,1,0,1,1
DAL07836,1,1,0,1,0,1,1
DAL07180,1,1,0,1,0,1,1
DAL03632,0,0,0,0,0,1,1
DAK95768,1,1,0,1,0,1,1
DAK95328,0,0,0,0,0,1,1
DAK91444,0,0,0,0,0,1,1
DAK89547,1,1,0,1,0,1,1
DAK89018,1,1,0,1,0,1,0
DAK86258,1,1,0,1,0,1,1
DAK83246,0,0,0,0,0,1,1
DAK82368,1,0,0,1,0,1,1
DAK79492,1,0,0,0,0,0,1
DAK77717,1,0,0,0,0,1,1
DAK71769,0,0,0,0,0,1,1
DAK58770,0,0,0,0,0,1,1
DAK53751,1,0,0,1,0,1,1
DAK53057,0,0,0,0,0,0,1
DAK52054,1,0,0,1,0,1,1
DAL64987,0,0,0,0,0,0,1
DAL62798,0,0,0,1,0,0,1
DAL62184,0,0,0,0,0,1,1
DAL61264,1,1,0,1,0,1,1
DAL60860,0,0,0,0,0,1,1
DAL54376,0,0,0,1,0,0,1
DAL48337,1,0,0,1,0,1,1
DAL41704,1,0,0,1,0,1,1
DAL34976,0,0,0,0,0,1,1
DAL31971,0,0,0,0,0,1,1
DAL17893,0,0,0,0,0,1,1
DAL16914,1,1,0,1,0,1,1
DAL14873,0,0,0,1,0,0,1
DAL14443,0,0,0,0,0,1,1
DAL11161,0,0,0,0,0,1,1
DAK46394,1,0,0,1,0,1,0
DAK38288,1,1,0,1,0,1,1
DAK38058,1,0,0,1,0,1,1
DAK37747,1,1,0,1,0,1,1
DAK36875,0,0,0,0,0,1,1
DAK36611,1,1,0,1,0,1,1
DAK34757,0,0,0,0,0,1,0
DAK28786,1,0,0,1,0,1,1
DAK26560,1,1,0,1,0,1,1
DAK18604,1,0,0,0,0,1,1
DAK12075,1,0,0,1,0,1,1
DAJ22426,1,1,0,1,0,1,1
DAJ20327,0,0,0,0,0,1,1
QWO71657,0,0,0,0,0,1,0
DAG89461,1,1,0,1,0,1,1
DAI05813,1,1,0,1,0,1,1
DAI58526,0,0,0,0,0,1,1
DAG98782,1,0,0,0,0,0,1
DAG96525,1,0,0,1,0,1,1
DAG94761,0,0,0,0,0,1,1
DAG92286,1,0,0,1,0,1,1
DAG91874,0,0,0,0,0,0,1
DAF78201,0,0,0,0,0,1,0
DAF66483,1,0,0,1,0,1,1
DAG78535,1,1,0,1,0,1,1
DAG77727,1,0,0,1,0,1,1
DAG74809,1,1,0,1,0,1,1
DAG05769,0,0,0,0,0,1,0
DAG03405,1,0,0,1,0,1,1
DAG02998,0,0,0,0,0,1,1
DAG00880,0,0,0,0,0,1,0
DAG00531,1,0,0,1,0,1,0
DAG00367,1,0,0,1,0,1,1
DAF99102,1,0,0,1,0,1,1
DAF98264,1,0,1,1,0,1,1
DAF97704,1,1,0,1,0,1,1
DAF96774,0,0,0,0,0,1,1
DAH50385,1,1,0,1,0,0,1
DAH45548,1,1,0,1,0,1,1
DAH35763,0,0,0,0,0,1,1
DAH35371,1,0,0,1,0,1,1
DAH33747,0,0,0,0,0,1,1
DAH20994,1,0,0,1,0,1,1
DAJ07250,1,0,0,1,0,1,1
DAI95927,0,0,0,0,0,1,1
DAI91888,1,1,0,1,0,1,1
DAI90110,1,1,0,1,0,1,1
DAI89477,1,0,0,1,0,1,1
DAI80813,1,1,0,1,0,1,1
DAI77840,0,0,0,0,0,1,1
DAI77225,0,0,0,0,0,1,1
DAI70525,1,1,0,1,0,1,1
DAI66356,1,1,0,1,0,1,1
DAF93089,1,1,0,1,0,1,1
DAF92119,1,1,0,1,0,1,1
DAF89244,1,1,0,1,0,1,1
DAF85193,1,1,0,1,0,1,1
DAI03747,0,0,0,0,0,1,1
DAH95990,1,0,0,0,0,0,1
DAH89680,1,0,0,1,0,1,1
DAH89598,0,0,0,0,0,0,1
DAH56612,1,1,0,1,0,1,1
DAH07100,1,0,0,1,0,1,1
DAI52121,0,0,0,0,0,1,1
DAI24986,0,0,0,0,0,0,1
DAI22212,1,0,1,1,0,1,1
DAI21223,0,0,0,0,0,1,1
DAI20643,1,1,0,1,0,1,1
DAI15567,1,1,0,1,0,1,1
DAI13066,1,0,0,1,0,1,1
DAI12015,0,0,0,0,0,1,1
DAI10439,0,0,0,0,0,1,1
DAI08049,1,0,0,1,0,1,1
DAG65352,1,1,0,1,0,1,1
DAG57588,1,0,0,1,0,1,1
DAG56927,1,1,0,1,0,1,1
DAG55445,0,0,0,0,0,0,1
DAG33321,1,0,0,1,0,1,1
DAG32796,1,1,0,1,0,1,1
DAG31170,1,0,0,1,0,1,1
DAG27825,1,0,0,1,0,1,1
DAG25454,0,0,0,0,0,1,1
DAG20893,0,0,0,0,0,1,1
DAG18797,1,1,0,1,0,1,1
DAG13652,1,1,0,1,0,1,1
DAG10592,1,1,0,1,0,1,1
DAG09654,1,1,0,1,0,1,1
DAG07341,0,0,0,0,0,1,1
DAG06746,1,1,0,1,0,1,1
DAF64614,1,0,0,1,0,1,1
DAF63241,1,0,0,1,0,0,1
DAF62246,1,1,0,1,0,1,1
DAF60006,1,0,0,0,0,1,1
DAF59883,1,1,0,1,0,1,1
DAF57428,1,1,0,1,0,1,1
DAF57192,0,0,0,0,0,1,1
DAF47590,1,0,0,1,0,0,1
DAF43720,1,0,0,0,0,1,1
DAF42618,1,1,0,1,0,1,1
QWS69829,1,1,0,1,0,0,1
DAE87729,1,0,0,1,0,1,1
DAE82981,1,1,0,1,0,1,1
DAE82396,1,1,0,1,0,1,1
DAE72214,1,1,0,1,0,1,1
DAE69355,0,0,0,0,0,0,1
DAE66661,0,0,0,0,0,1,1
DAE66458,0,0,0,0,0,1,1
DAE65069,0,0,0,0,0,1,1
DAE61979,1,1,0,1,0,1,1
DAE60394,0,0,0,0,0,1,1
DAF39524,1,1,0,1,0,1,1
DAF36038,1,0,0,1,0,1,1
DAF32166,1,1,0,1,0,1,1
DAF21590,1,0,0,1,0,1,1
DAF17551,0,0,0,0,0,1,1
DAF10465,0,0,0,0,0,1,1
DAE93650,1,1,0,1,0,1,1
DAE47597,1,1,0,1,0,1,1
DAE39200,1,1,0,1,0,1,1
DAE38924,1,0,0,1,0,1,1
DAE37021,1,0,0,0,0,1,1
DAD72364,1,0,0,1,0,1,1
DAD71442,1,0,0,1,0,1,1
DAE28107,0,0,0,0,0,0,1
DAE21446,1,1,0,1,0,0,0
DAE07689,0,0,0,0,0,0,0
DAE07091,0,0,0,0,0,1,1
DAE05084,0,0,0,0,0,1,1
DAE04122,1,0,0,1,0,1,1
DAD67377,1,0,0,0,0,1,1
DAD66495,1,0,0,0,0,1,1
DAD91502,1,1,0,1,0,1,1
DAD89234,1,1,0,1,0,1,1
DAD86425,1,0,0,1,0,1,1
DAD83477,1,0,0,1,0,1,1
DAD82659,1,0,0,1,0,1,1
DAD80436,1,0,0,1,0,0,1
DAD80248,0,0,0,0,0,0,1
DAD78082,1,1,0,1,1,1,1
DAD74563,1,0,0,1,0,1,0
DAD64567,1,0,0,0,0,1,1
DAD60643,1,1,0,1,0,1,1
DAD57735,1,1,0,1,0,1,1
QMV34287,1,1,0,1,1,1,1
QVW27225,1,1,1,1,1,1,1
QVW27118,1,1,1,1,1,1,1
QVD58345,1,1,0,1,0,1,1
QVD57469,1,1,0,1,0,1,1
QVD57263,1,1,0,1,0,1,1
QVD56932,1,1,0,1,0,1,1
QVD56744,1,1,0,1,0,1,1
QVD56506,1,1,0,1,0,1,1
QVD56391,1,1,0,1,0,1,1
QVD56164,1,1,0,1,0,1,1
QQO38255,1,0,0,0,0,0,1
QUL77335,0,0,0,0,0,0,1
QTP96214,1,1,0,1,0,1,1
QQV89123,0,0,0,0,0,0,1
QIN95933,1,1,1,1,1,1,1
QIN95546,1,1,1,1,1,1,1
QSL99137,1,1,1,1,1,1,1
QQO89401,1,1,0,1,1,1,1
QQO89100,1,1,0,1,1,1,1
QQO88887,1,1,0,1,1,1,1
QQO87138,1,1,0,1,1,1,1
QIW86970,1,1,1,1,1,1,1
QIG60894,1,1,0,1,0,1,1
QEG10538,1,1,1,1,1,1,1
QEG10268,1,1,1,1,1,1,1
CAD6025554,1,1,1,1,1,1,1
QIQ62188,1,1,0,1,1,1,1
QHR76501,1,1,1,1,1,1,1
QHR72770,1,1,1,1,1,1,1
QHR72445,1,1,1,1,1,1,1
QHR70763,1,1,1,1,1,1,1
QHR68275,1,1,1,1,1,1,1
QHR67142,1,1,1,1,1,1,1
QHR63892,1,1,1,1,1,1,1
QHR63637,1,1,1,1,1,1,1
QQV93508,0,0,0,0,0,1,1
QIG76860,1,1,0,1,0,0,1
QIG76847,0,0,0,0,0,1,1
QIG76319,0,1,1,1,1,0,1
QIG76122,1,1,0,1,0,1,1
QIG75833,1,0,0,1,0,1,1
QIG75665,1,0,0,1,0,1,1
QIG75155,1,0,0,1,0,1,1
QIG70980,0,1,1,1,1,0,1
QIG70665,1,1,0,1,0,1,1
QIG69699,0,1,1,1,1,0,1
QIG69295,1,0,0,1,0,1,1
QIG69126,1,0,0,1,0,1,1
QIG66697,1,1,0,1,0,0,1
QOC57921,1,0,0,1,0,1,1
QQO92161,1,0,0,0,0,1,1
QQO91923,1,0,0,0,0,1,1
CAB5231290,1,0,0,1,0,1,1
CAB5231374,1,0,0,1,0,1,1
CAB5231611,1,1,0,1,0,1,1
CAB5238063,0,0,0,0,0,0,1
CAB5238263,1,1,1,1,1,1,1
CAB4242222,1,1,0,1,0,0,1
CAB4241512,1,1,0,1,0,1,1
CAB4240959,0,0,0,0,0,1,1
CAB5209293,1,1,0,1,0,1,1
CAB5231005,0,0,0,0,0,0,1
CAB5228433,0,0,0,0,0,1,0
CAB5227715,1,1,0,1,0,1,1
CAB5227190,0,0,0,0,0,1,1
CAB5226400,1,1,0,1,0,1,1
CAB5225783,1,0,0,1,0,1,1
CAB5222270,1,0,0,1,0,1,1
CAB5221824,1,1,0,1,0,1,1
CAB5221310,1,1,1,1,1,1,1
CAB5220877,1,1,0,1,0,1,1
CAB5220629,1,1,1,1,1,1,1
CAB5220307,1,0,0,1,0,0,1
CAB5219756,1,0,0,1,0,1,1
CAB5219688,1,1,0,1,0,1,0
CAB5219433,1,0,0,1,0,1,1
CAB5219759,1,1,0,1,0,1,1
CAB5218177,1,1,0,1,0,1,1
CAB5217949,0,0,0,0,0,1,1
CAB5215062,0,0,0,0,0,1,0
CAB5214459,1,1,0,1,0,1,1
CAB4221319,1,1,0,1,0,1,1
CAB4220954,1,1,0,1,0,1,1
CAB4220717,1,0,0,1,0,1,1
CAB4188343,1,0,0,1,0,1,0
CAB4185457,1,1,0,1,0,1,1
CAB4185816,1,1,0,1,0,1,1
CAB4182881,0,0,0,0,0,1,1
CAB4182011,1,1,1,1,1,1,1
CAB4219088,0,0,0,0,0,1,1
CAB4218125,1,1,0,1,0,1,1
CAB4216028,0,0,0,0,0,1,1
CAB4198658,1,0,0,1,0,1,1
CAB4197671,1,0,0,0,0,0,1
CAB4197069,1,1,0,1,0,1,1
CAB4193876,1,1,0,1,0,1,1
CAB4193483,0,0,0,1,0,1,1
CAB4193402,1,1,0,1,0,0,1
CAB4176748,1,0,0,1,0,0,1
CAB4175651,1,1,0,1,0,1,1
CAB4175231,0,0,0,1,0,1,1
CAB4170092,0,0,0,0,0,1,1
CAB4164222,1,1,0,1,0,0,1
CAB4163143,0,0,0,0,0,0,0
CAB4162524,1,1,0,1,0,1,1
CAB4162450,1,1,1,1,1,1,1
CAB4160483,1,1,0,1,0,1,1
CAB4160173,1,1,0,1,0,1,1
CAB4159441,0,0,0,1,0,1,1
CAB4159024,1,1,0,1,0,1,1
CAB4158194,1,0,0,0,0,1,0
CAB4157274,1,1,0,1,0,0,1
CAB4154296,1,0,0,0,0,1,1
CAB4153355,1,0,0,1,0,1,1
CAB4148311,1,0,0,1,0,1,1
CAB4148053,1,0,0,0,0,1,1
CAB4143734,1,1,1,1,1,1,1
CAB4143755,1,1,0,1,0,1,1
CAB4143188,1,1,0,1,0,1,1
CAB4141218,1,1,0,1,0,1,1
CAB4140846,1,1,1,1,1,1,1
CAB4138416,1,0,0,0,0,1,1
CAB4138297,1,0,0,1,0,1,1
CAB4138102,1,1,0,1,0,1,1
CAB4133946,0,0,0,0,0,1,1
CAB4133124,1,1,0,1,0,1,1
CAB4133386,1,1,1,1,1,1,1
CAB4129590,1,1,0,1,0,1,1
CAB4129612,1,1,0,1,0,1,0
CAB4129088,1,1,1,1,0,1,1
CAB4128633,1,0,0,1,0,1,1
CAB4127293,1,0,0,1,0,1,1
CAB4124821,1,0,0,1,0,1,0
CAB4124634,1,0,0,0,0,1,1
CAB4124308,1,1,1,1,1,1,1
CAB4123943,1,0,0,1,0,1,1
CAB4123588,1,0,0,1,0,1,1
CAB4123086,1,1,0,1,0,1,1
CAB4122120,1,0,0,1,0,1,1
QQO40108,1,0,0,0,0,1,1
QQO40074,1,0,0,0,0,1,1
QQO40043,1,0,0,0,0,1,1
QQO40023,1,0,0,0,0,1,1
QQO40002,1,0,0,0,0,1,1
QNI20574,1,1,1,1,1,1,1
QQM15584,1,1,1,1,1,1,1
QPX65695,1,1,0,1,0,1,1
QPX65528,1,1,0,1,0,1,1
QPX65362,1,1,0,1,0,1,1
QPX65202,1,1,0,1,0,1,1
QPX65037,1,1,0,1,0,1,1
QPX64878,1,1,0,1,0,1,1
QPX64713,1,1,0,1,0,1,1
QPX64548,1,1,0,1,0,1,1
QPX64384,1,1,0,1,0,1,1
QPX64219,1,1,0,1,0,1,1
QPX64056,1,1,0,1,0,1,1
QPX63893,1,1,0,1,0,1,1
QPX63747,1,1,0,1,0,1,1
QPX63558,1,1,0,1,0,1,1
QPX63392,1,1,0,1,0,1,1
QPX63225,1,1,0,1,0,1,1
QPX63048,1,1,0,1,0,1,1
QPX62881,1,1,0,1,0,1,1
QPP47086,1,1,1,1,1,1,1
QPO16751,0,0,0,0,0,1,1
QPI13810,1,1,1,1,1,1,1
QJT71472,1,1,0,1,1,1,1
QPI16440,1,0,0,1,0,1,1
QPB11626,0,0,0,0,0,0,1
QPB09003,1,1,1,1,1,1,1
QOI58243,1,1,1,1,1,1,1
BCM29362,1,1,1,1,1,1,1
CAD2272448,1,1,1,1,1,1,1
CAD2272721,1,1,1,1,1,1,1
CAA7537627,1,1,1,1,1,1,1
QOI72296,1,1,1,1,1,1,1
QOI71757,1,1,1,1,1,1,1
QOI71213,1,1,1,1,1,1,1
QHB42777,1,1,1,1,1,1,1
QHB42548,1,1,1,1,1,1,1
QHB42353,1,1,1,1,1,1,1
QHB42152,1,1,1,1,1,1,1
QHB41949,1,1,1,1,1,1,1
QHB41746,1,1,1,1,1,1,1
QHB41545,1,1,1,1,1,1,1
QOE32524,1,1,0,1,0,1,1
QNO01299,1,1,0,1,0,1,1
QNJ55093,1,1,1,1,1,1,1
QNJ54707,1,1,1,1,1,1,1
QNL31511,1,0,0,1,0,1,1
QNL29763,0,0,0,0,0,1,1
QGJ86635,0,0,0,0,0,1,1
QNJ59202,1,0,0,1,0,0,1
QNH71641,1,0,0,1,0,1,1
QNG62577,1,0,0,1,0,1,1
QMV29093,1,1,1,1,1,1,1
QMP82623,1,1,1,1,1,1,1
QLF86233,1,1,0,1,0,1,1
QDJ96424,1,0,0,1,0,1,1
QKN87937,0,0,0,0,0,1,1
QKE60725,1,0,0,1,0,0,1
QJI53086,1,1,1,1,1,1,1
QEM41398,1,1,0,1,0,1,1
QEA10278,1,1,0,1,1,1,1
AYJ72901,1,1,1,1,1,1,1
AXF38582,1,0,0,1,0,1,1
AXF38373,1,0,0,1,0,0,1
QJA42573,1,1,1,1,1,1,1
QIW91024,1,1,1,1,1,1,1
QIW89989,1,0,0,1,0,1,1
QHJ83152,1,0,0,1,0,1,1
AZU98248,1,1,1,1,1,1,1
QIN95220,1,0,0,1,0,1,1
DAC81599,0,0,0,0,0,1,1
QIG65668,1,1,0,1,0,1,1
QIG62736,1,1,1,1,1,1,1
QIG62510,0,0,0,0,0,1,1
QIG60461,1,1,0,1,1,1,1
QHJ73246,1,1,1,1,1,1,1
QHJ72973,1,1,1,1,1,1,1
QHJ74569,1,1,0,1,0,0,1
QHJ74191,1,1,1,1,1,1,1
QCG76662,1,0,0,1,0,0,1
QHB49384,1,1,1,1,1,1,1
