model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,AEW24257,Escherichia phage PhaxI,"{""uid"": ""363453874"", ""accession"": ""AEW24257"", ""title"": ""UvsX RecA-like recombination protein [Escherichia phage PhaxI]"", ""organism"": ""Escherichia phage PhaxI"", ""taxonId"": 926589, ""sequence_length"": 361, ""create_date"": ""2011/12/20"", ""update_date"": ""2013/08/16"", ""dbsource"": ""insd"", ""extra"": ""gi|363453874|gb|AEW24257.1|"", ""host"": ""Escherichia coli O157:H7""}",Escherichia coli O157:H7,species,"The host is Escherichia coli O157:H7. Escherichia coli are generally known to be mesophiles, but the rules forbid using external knowledge or organism names for inference.",,metadata,True,mesophile,,"The text mentions that the study analyzed the interaction of S. enterica with food matrices under ""refrigerated storage conditions"" and specifically used an incubation temperature of ""8 °C"" for the main experiments. The text also mentions that the background microbiota analysis was performed on ""mesophilic aerobic bacteria (MAB)"". Since 8 °C falls within the mesophilic range (15–45°C), and the general context is food storage/growth, the organism is associated with mesophilic conditions.",,True,TMP_results/accessions/AEW24257/library/accession_lit,TMP_results/accessions/AEW24257/library/host_lit,90.31,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.12, ""CreateAccessionLibrary"": 3.7, ""ClassifyThermalLiterature"": 3.13, ""ClassifyHostMetadata"": 2.73, ""ClassifyThermalRangeHostLiterature"": 49.78}",False,host_literature,explicit,,PMC13152249.1.txt,
gemma4:e4b,AGF89000,Salmonella phage FSL SP-029,"{""uid"": ""451938748"", ""accession"": ""AGF89000"", ""title"": ""UvsX RecA-like recombination protein [Salmonella phage FSL SP-029]"", ""organism"": ""Salmonella phage FSL SP-029"", ""taxonId"": 1173767, ""sequence_length"": 361, ""create_date"": ""2013/07/15"", ""update_date"": ""2013/07/15"", ""dbsource"": ""insd"", ""extra"": ""gi|451938748|gb|AGF89000.1|"", ""host"": ""Salmonella enterica"", ""country"": ""USA""}",Salmonella enterica,species,"The host is Salmonella enterica, which is typically associated with moderate environments (mesophile).",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for bacterial cultures: ""Overnight cultures were initiated from single colonies and incubated at 37 °C with shaking at 200 rpm until mid-exponential phase (OD600 = 0.4–0.6)\",high,True,TMP_results/accessions/AGF89000/library/accession_lit,TMP_results/accessions/AGF89000/library/host_lit,248.19,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.71, ""CreateAccessionLibrary"": 12.76, ""ClassifyThermalLiterature"": 37.01, ""ClassifyHostMetadata"": 2.33, ""ClassifyThermalRangeHostLiterature"": 155.12}",False,host_literature,explicit,,PMC13179408.1.txt,
gemma4:e4b,AGF88541,Salmonella phage FSL SP-063,"{""uid"": ""451938252"", ""accession"": ""AGF88541"", ""title"": ""RecA-like recombination protein [Salmonella phage FSL SP-063]"", ""organism"": ""Salmonella phage FSL SP-063"", ""taxonId"": 1173768, ""sequence_length"": 361, ""create_date"": ""2013/07/15"", ""update_date"": ""2013/07/15"", ""dbsource"": ""insd"", ""extra"": ""gi|451938252|gb|AGF88541.1|"", ""host"": ""Salmonella enterica"", ""country"": ""USA""}",,,,,,False,mesophile,,"The paper states that 'No significant loss in the phage titer was observed from 4 to 37°C.' and that 'Assay host refers to the tested E. aerogenes clinical isolates, and isolation host refers to the E. aerogenes isolate 3-SP with which we initially isolated the phage.' Furthermore, 'E. aerogenes strains were grown in Luria–Bertani (LB) broth medium at 37°C.' and 'Following incubation for 8 h at 37°C, clear phage plaques were picked from the plate.' These conditions (37°C) fall within the mesophile range (15–45°C).",,True,TMP_results/accessions/AGF88541/library/accession_lit,,61.3,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.51, ""CreateAccessionLibrary"": 33.86, ""ClassifyThermalLiterature"": 24.93}",False,literature,explicit,,PMC4913238.1.txt,
gemma4:e4b,AGN33650,Synechococcus phage S-IOM18,"{""uid"": ""510134349"", ""accession"": ""AGN33650"", ""title"": ""UvsX [Synechococcus phage S-IOM18]"", ""organism"": ""Synechococcus phage S-IOM18"", ""taxonId"": 754039, ""sequence_length"": 336, ""create_date"": ""2013/06/10"", ""update_date"": ""2013/06/10"", ""dbsource"": ""insd"", ""extra"": ""gi|510134349|gnl|CAMERA-phage|SWYG_00141T0|gb|AGN33650.1|"", ""strain"": ""S-IOM18"", ""lab_host"": ""Synechococcus sp. WH7803"", ""isolation_source"": ""Arabian Sea"", ""collection_date"": ""09-Aug-2001""}",,,,,,False,mesophile,,forced,,True,TMP_results/accessions/AGN33650/library/accession_lit,,698.31,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.58, ""CreateAccessionLibrary"": 37.83, ""ClassifyThermalLiterature"": 323.46, ""ClassifyHostMetadata"": 2.97, ""ClassifyHostLiterature"": 326.93, ""ClassifyThermalForced"": 4.54}",False,metadata,forced,,,
gemma4:e4b,AEO97024,Salmonella phage vB_SenM-S16,"{""uid"": ""347466238"", ""accession"": ""AEO97024"", ""title"": ""RecA-like recombinase protein UvsX [Salmonella phage vB_SenM-S16]"", ""organism"": ""Salmonella phage vB_SenM-S16"", ""taxonId"": 1087482, ""sequence_length"": 387, ""create_date"": ""2013/02/07"", ""update_date"": ""2013/04/11"", ""dbsource"": ""insd"", ""extra"": ""gi|347466238|gb|AEO97024.1|"", ""host"": ""Salmonella enterica"", ""old_name"": ""Salmonella Bacteriophage S16""}",Salmonella enterica,species,"The host is Salmonella enterica, which is typically associated with moderate environments (e.g., mammalian gut).",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for bacterial cultures: ""Overnight cultures were initiated from single colonies and incubated at 37 °C with shaking at 200 rpm until mid-exponential phase (OD600 = 0.4–0.6)\",high,True,TMP_results/accessions/AEO97024/library/accession_lit,TMP_results/accessions/AEO97024/library/host_lit,206.63,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.55, ""CreateAccessionLibrary"": 5.3, ""ClassifyThermalLiterature"": 2.94, ""ClassifyHostMetadata"": 2.62, ""ClassifyThermalRangeHostLiterature"": 155.21}",False,host_literature,explicit,,PMC13179408.1.txt,
gemma4:e4b,AGH57875,Synechococcus phage KBS-M-1A,"{""uid"": ""469520768"", ""accession"": ""AGH57875"", ""title"": ""UvsX [Synechococcus phage KBS-M-1A]"", ""organism"": ""Synechococcus phage KBS-M-1A"", ""taxonId"": 889950, ""sequence_length"": 336, ""create_date"": ""2013/03/25"", ""update_date"": ""2013/03/25"", ""dbsource"": ""insd"", ""extra"": ""gi|469520768|gnl|CAMERA-phage|CPJG_00123T0|gb|AGH57875.1|"", ""strain"": ""KBS-M-1A"", ""old_name"": ""Cyanophage KBS-M-1A"", ""lab_host"": ""Synechococcus sp. WH7803"", ""lat_lon"": ""41.65 N 71.26 W"", ""collection_date"": ""20-Aug-2008""}",Synechococcus sp. WH7803,species,"The metadata lists 'lab_host': 'Synechococcus sp. WH7803'. Synechococcus is a cyanobacterium often associated with freshwater or marine environments, which typically fall under mesophilic conditions. However, no explicit temperature range is provided for the host or phage.",,metadata,True,thermophile,,"The text explicitly states that 'Cyanobacterium aponinum PCC 10605 (Cyan10605), a thermophilic, halotolerant single-cell cyanobacterium, can grow under extreme conditions including high temperature and high salinity.' Additionally, the results section notes, 'The thermophilic strain Cyan10605 was originally isolated from hot springs and can therefore grow at high temperatures of up to 45 °C [5, 7, 15].'",,True,TMP_results/accessions/AGH57875/library/accession_lit,TMP_results/accessions/AGH57875/library/host_lit,403.1,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.56, ""CreateAccessionLibrary"": 29.14, ""ClassifyThermalLiterature"": 231.03, ""ClassifyHostMetadata"": 3.33, ""ClassifyThermalRangeHostLiterature"": 96.65}",False,host_literature,explicit,,PMC13101131.1.txt,
gemma4:e4b,AGH57391,Cyanophage S-SSM2,"{""uid"": ""469520096"", ""accession"": ""AGH57391"", ""title"": ""UvsX [Cyanophage S-SSM2]"", ""organism"": ""Cyanophage S-SSM2"", ""taxonId"": 536464, ""sequence_length"": 336, ""create_date"": ""2013/03/25"", ""update_date"": ""2013/03/25"", ""dbsource"": ""insd"", ""extra"": ""gi|469520096|gnl|CAMERA-phage|CPLG_00137T0|gb|AGH57391.1|"", ""strain"": ""S-SSM2"", ""lab_host"": ""Synechococcus sp. WH8102"", ""isolation_source"": ""W Sargasso Sea"", ""lat_lon"": ""34.24 N 72.03 W"", ""collection_date"": ""22-Sep-2001""}",,,,,,False,mesophile,,"The isolation source is 'W Sargasso Sea' and the coordinates are '34.24 N 72.03 W'. Seawater environments are generally associated with mesophilic conditions, as no extreme temperatures are specified.",,True,TMP_results/accessions/AGH57391/library/accession_lit,,2.69,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.69}",False,metadata,inferred,,,
gemma4:e4b,AGH56503,Cyanophage Syn10,"{""uid"": ""469519203"", ""accession"": ""AGH56503"", ""title"": ""UvsX [Cyanophage Syn10]"", ""organism"": ""Cyanophage Syn10"", ""taxonId"": 536472, ""sequence_length"": 336, ""create_date"": ""2013/03/25"", ""update_date"": ""2013/03/25"", ""dbsource"": ""insd"", ""extra"": ""gi|469519203|gnl|CAMERA-phage|CPUG_00009T0|gb|AGH56503.1|"", ""strain"": ""Syn10"", ""lab_host"": ""Synechococcus sp. WH8017"", ""isolation_source"": ""Gulf Stream"", ""lat_lon"": ""36.58 N 73.42 W"", ""collection_date"": ""01-Nov-1986""}",Cyanophage Syn10,bacteriophage,"The isolation source is 'Gulf Stream', which is a marine environment. The collection date is '01-Nov-1986'. No explicit temperature is given.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/AGH56503/library/accession_lit,TMP_results/accessions/AGH56503/library/host_lit,468.90999999999997,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.32, ""CreateAccessionLibrary"": 26.55, ""ClassifyThermalLiterature"": 204.91, ""ClassifyHostMetadata"": 2.91, ""ClassifyThermalForced"": 5.51}",False,metadata,forced,,,
gemma4:e4b,AGH56366,Cyanophage Syn2,"{""uid"": ""469519065"", ""accession"": ""AGH56366"", ""title"": ""UvsX [Cyanophage Syn2]"", ""organism"": ""Cyanophage Syn2"", ""taxonId"": 536473, ""sequence_length"": 336, ""create_date"": ""2013/03/25"", ""update_date"": ""2013/03/25"", ""dbsource"": ""insd"", ""extra"": ""gi|469519065|gnl|CAMERA-phage|CPTG_00073T0|gb|AGH56366.1|"", ""strain"": ""Syn2"", ""lab_host"": ""Synechococcus sp. WH8012"", ""isolation_source"": ""Sargasso Sea"", ""lat_lon"": ""34.06 N 61.01 W"", ""collection_date"": ""01-Jun-1986""}",Cyanophage Syn2,bacteriophage,"The isolation source is 'Sargasso Sea' and the coordinates are '34.06 N 61.01 W'. The Sargasso Sea is a temperate/oceanic environment, which typically suggests mesophilic conditions.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/AGH56366/library/accession_lit,TMP_results/accessions/AGH56366/library/host_lit,234.36,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.78, ""CreateAccessionLibrary"": 26.24, ""ClassifyThermalLiterature"": 160.86, ""ClassifyHostMetadata"": 3.03, ""ClassifyThermalForced"": 4.88}",False,metadata,forced,,,
gemma4:e4b,AGH26674,Cyanophage P-RSM3,"{""uid"": ""465283305"", ""accession"": ""AGH26674"", ""title"": ""UvsX [Cyanophage P-RSM3]"", ""organism"": ""Cyanophage P-RSM3"", ""taxonId"": 536446, ""sequence_length"": 336, ""create_date"": ""2013/03/23"", ""update_date"": ""2013/03/23"", ""dbsource"": ""insd"", ""extra"": ""gi|465283305|gnl|CAMERA-phage|CPQG_00147T0|gb|AGH26674.1|"", ""strain"": ""P-RSM3"", ""lab_host"": ""Prochlorococcus NATL2A"", ""isolation_source"": ""Red Sea"", ""lat_lon"": ""29.28 N 34.53 E"", ""collection_date"": ""13-Sep-2000""}",Prochlorococcus NATL2A,organism,"The isolation source is 'Red Sea' and the collection date is '13-Sep-2000'. The Red Sea is generally considered a warm, marine environment, but no specific temperature is given.",,metadata,True,psychrophile,,"The study was conducted in the ""cold, low‐iron, sub‐Antarctic waters of the southwest Pacific Ocean"" and the sampling was done in waters ""defined by temperature in the range of 3.2°C–15°C"" (Section 2.1). The abstract also mentions the study was conducted in ""cold, high‐nutrient‐low‐chlorophyll, sub‐Antarctic waters"" and ""cold, low‐light, iron‐limited, sub‐Antarctic waters"" (Abstract). The temperature range of 3.2°C–15°C falls within the psychrophile definition (< 15°C).",,True,TMP_results/accessions/AGH26674/library/accession_lit,TMP_results/accessions/AGH26674/library/host_lit,409.15999999999997,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.75, ""CreateAccessionLibrary"": 40.74, ""ClassifyThermalLiterature"": 281.75, ""ClassifyHostMetadata"": 3.0, ""ClassifyThermalRangeHostLiterature"": 44.15}",False,host_literature,inferred,,PMC11724200.1.txt,
gemma4:e4b,AGH07501,Cyanophage S-SSM6a,"{""uid"": ""460109210"", ""accession"": ""AGH07501"", ""title"": ""UvsX [Cyanophage S-SSM6a]"", ""organism"": ""Cyanophage S-SSM6a"", ""taxonId"": 682650, ""sequence_length"": 333, ""create_date"": ""2013/03/17"", ""update_date"": ""2013/03/17"", ""dbsource"": ""insd"", ""extra"": ""gi|460109210|gnl|CAMERA-phage|CYVG_00057T0|gb|AGH07501.1|"", ""strain"": ""S-SSM6a"", ""old_name"": ""Cyanophage 8109-2a"", ""lab_host"": ""Synechococcus sp. WH8109"", ""country"": ""Atlantic Ocean: W Sargasso Sea"", ""lat_lon"": ""34.24 N 72.03 W"", ""collection_date"": ""22-Sep-2001""}",,,,,,False,mesophile,,The collection location is 'Atlantic Ocean: W Sargasso Sea' and the collection date is '22-Sep-2001'. Marine environments like the open ocean are generally associated with mesophilic conditions unless specific deep-sea or polar conditions are mentioned. No explicit temperature is given.,,True,TMP_results/accessions/AGH07501/library/accession_lit,,2.91,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.91}",False,metadata,inferred,,,
gemma4:e4b,AGG54449,Cyanophage S-SSM6b,"{""uid"": ""459348525"", ""accession"": ""AGG54449"", ""title"": ""UvsX [Cyanophage S-SSM6b]"", ""organism"": ""Cyanophage S-SSM6b"", ""taxonId"": 682651, ""sequence_length"": 336, ""create_date"": ""2013/03/10"", ""update_date"": ""2013/03/10"", ""dbsource"": ""insd"", ""extra"": ""gi|459348525|gnl|CAMERA-phage|CYWG_00165T0|gb|AGG54449.1|"", ""strain"": ""S-SSM6b"", ""old_name"": ""Cyanophage 8109-2b"", ""lab_host"": ""Synechococcus sp. WH8109"", ""isolation_source"": ""Atlantic: W Sargasso Sea"", ""lat_lon"": ""34.24 N 72.03 W"", ""collection_date"": ""22-Sep-2001""}",Cyanophage S-SSM6b,bacteriophage,"The isolation source is 'Atlantic: W Sargasso Sea' and the collection date is '22-Sep-2001'. The Sargasso Sea is generally associated with moderate ocean temperatures, but no specific temperature range is given.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/AGG54449/library/accession_lit,TMP_results/accessions/AGG54449/library/host_lit,460.14000000000004,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.44, ""CreateAccessionLibrary"": 27.55, ""ClassifyThermalLiterature"": 183.45, ""ClassifyHostMetadata"": 3.13, ""ClassifyThermalForced"": 5.42}",False,metadata,forced,,,
gemma4:e4b,AGF91442,Cyanophage P-SS1,"{""uid"": ""451988968"", ""accession"": ""AGF91442"", ""title"": ""UvsX [Cyanophage P-SS1]"", ""organism"": ""Cyanophage P-SS1"", ""taxonId"": 889957, ""sequence_length"": 336, ""create_date"": ""2013/02/26"", ""update_date"": ""2013/02/26"", ""dbsource"": ""insd"", ""extra"": ""gi|451988968|gb|AGF91442.1|"", ""strain"": ""P-SS1"", ""lab_host"": ""Prochlorococcus marinus str. MIT 9313"", ""isolation_source"": ""slope"", ""lat_lon"": ""38.10 N 73.09 W"", ""collection_date"": ""12-Dec-2001""}",Prochlorococcus marinus str. MIT 9313,organism,"The isolation source is 'slope' and the coordinates are '38.10 N 73.09 W', which suggests a marine environment. The host is 'Prochlorococcus marinus str. MIT 9313'. No explicit temperature is given.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/AGF91442/library/accession_lit,TMP_results/accessions/AGF91442/library/host_lit,210.88999999999996,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.69, ""CreateAccessionLibrary"": 25.34, ""ClassifyThermalLiterature"": 173.07, ""ClassifyHostMetadata"": 3.35, ""ClassifyThermalForced"": 4.51}",False,metadata,forced,,,
gemma4:e4b,AFB17871,Synechococcus phage S-RIM8 A.HR3,"{""uid"": ""375919190"", ""accession"": ""AFB17871"", ""title"": ""UvsX [Synechococcus phage S-RIM8 A.HR3]"", ""organism"": ""Synechococcus phage S-RIM8 A.HR3"", ""taxonId"": 869725, ""sequence_length"": 336, ""create_date"": ""2012/02/16"", ""update_date"": ""2012/03/21"", ""dbsource"": ""insd"", ""extra"": ""gi|375919190|gnl|CAMERA-phage|SXEG_00077T0|gb|AFB17871.1|"", ""strain"": ""S-RIM8 A.HR3"", ""lab_host"": ""Synechococcus sp. WH7803"", ""isolation_source"": ""chemostat"", ""collection_date"": ""16-Aug-2005""}",Synechococcus sp. WH7803,phage,"The metadata lists 'lab_host': 'Synechococcus sp. WH7803'. Synechococcus is a cyanobacterium often associated with aquatic environments, which typically implies mesophilic conditions unless specified otherwise. The isolation source is 'chemostat', which is a controlled environment, but the host itself suggests a natural, moderate environment.",,metadata,True,thermophile,,"The text explicitly states that 'Cyanobacterium aponinum PCC 10605 (Cyan10605), a thermophilic, halotolerant single-cell cyanobacterium, can grow under extreme conditions including high temperature and high salinity.' Additionally, the results section notes, 'The thermophilic strain Cyan10605 was originally isolated from hot springs and can therefore grow at high temperatures of up to 45 °C [5, 7, 15].'",,True,TMP_results/accessions/AFB17871/library/accession_lit,TMP_results/accessions/AFB17871/library/host_lit,146.36,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.74, ""CreateAccessionLibrary"": 5.51, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.84, ""ClassifyThermalRangeHostLiterature"": 96.69}",False,host_literature,explicit,,PMC13101131.1.txt,
gemma4:e4b,AFB17661,Synechococcus phage S-RIM8 A.HR1,"{""uid"": ""375918335"", ""accession"": ""AFB17661"", ""title"": ""UvsX [Synechococcus phage S-RIM8 A.HR1]"", ""organism"": ""Synechococcus phage S-RIM8 A.HR1"", ""taxonId"": 869724, ""sequence_length"": 336, ""create_date"": ""2012/02/16"", ""update_date"": ""2012/03/21"", ""dbsource"": ""insd"", ""extra"": ""gi|375918335|gnl|CAMERA-phage|SXDG_00177T0|gb|AFB17661.1|"", ""strain"": ""S-RIM8 A.HR1"", ""lab_host"": ""Synechococcus sp. WH7803"", ""isolation_source"": ""chemostat"", ""collection_date"": ""21-Jun-2005""}",Synechococcus sp. WH7803,phage,"The metadata lists 'lab_host': 'Synechococcus sp. WH7803'. Synechococcus is a cyanobacterium often associated with aquatic environments, which typically implies mesophilic conditions unless specified otherwise. The isolation source is 'chemostat', which is a controlled laboratory environment, providing no direct thermal information.",,metadata,True,thermophile,,"The text explicitly states that 'Cyanobacterium aponinum PCC 10605 (Cyan10605), a thermophilic, halotolerant single-cell cyanobacterium, can grow under extreme conditions including high temperature and high salinity.' Additionally, the results section notes, 'The thermophilic strain Cyan10605 was originally isolated from hot springs and can therefore grow at high temperatures of up to 45 °C [5, 7, 15].'",,True,TMP_results/accessions/AFB17661/library/accession_lit,TMP_results/accessions/AFB17661/library/host_lit,148.09,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.74, ""CreateAccessionLibrary"": 7.69, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.74, ""ClassifyThermalRangeHostLiterature"": 96.68}",False,host_literature,explicit,,PMC13101131.1.txt,
gemma4:e4b,AFB15436,Synechococcus phage S-RIM8 A.HR5,"{""uid"": ""375909436"", ""accession"": ""AFB15436"", ""title"": ""UvsX [Synechococcus phage S-RIM8 A.HR5]"", ""organism"": ""Synechococcus phage S-RIM8 A.HR5"", ""taxonId"": 869726, ""sequence_length"": 336, ""create_date"": ""2012/02/16"", ""update_date"": ""2012/03/21"", ""dbsource"": ""insd"", ""extra"": ""gi|375909436|gnl|CAMERA-phage|SWSG_00128T0|gb|AFB15436.1|"", ""strain"": ""S-RIM8 A.HR5"", ""lab_host"": ""Synechococcus sp. WH7803"", ""isolation_source"": ""chemostat"", ""collection_date"": ""10-Oct-2005""}",Synechococcus sp. WH7803,phage,The metadata lists 'lab_host': 'Synechococcus sp. WH7803'. The isolation source is 'chemostat'.,,metadata,True,thermophile,,"The text explicitly states that 'Cyanobacterium aponinum PCC 10605 (Cyan10605), a thermophilic, halotolerant single-cell cyanobacterium, can grow under extreme conditions including high temperature and high salinity.' Additionally, the results section notes, 'The thermophilic strain Cyan10605 was originally isolated from hot springs and can therefore grow at high temperatures of up to 45 °C [5, 7, 15].'",,True,TMP_results/accessions/AFB15436/library/accession_lit,TMP_results/accessions/AFB15436/library/host_lit,147.07999999999998,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.75, ""CreateAccessionLibrary"": 8.46, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.04, ""ClassifyThermalRangeHostLiterature"": 96.7}",False,host_literature,explicit,,PMC13101131.1.txt,
gemma4:e4b,ADO98778,Eurybiavirus PHM1,"{""uid"": ""310004385"", ""accession"": ""ADO98778"", ""title"": ""UvsX RecA-like protein [Eurybiavirus PHM1]"", ""organism"": ""Eurybiavirus PHM1"", ""taxonId"": 3428631, ""sequence_length"": 352, ""create_date"": ""2010/10/30"", ""update_date"": ""2025/09/18"", ""dbsource"": ""insd"", ""extra"": ""gi|310004385|gb|ADO98778.1|"", ""strain"": ""M4-247"", ""lab_host"": ""Prochlorococcus sp. MED4"", ""lat_lon"": ""22.75 N 158.00 W"", ""collection_date"": ""09-Mar-2006"", ""note"": ""previous name: Prochlorococcus phage P-HM1, updated per ICTV VMR 40.1""}",Prochlorococcus sp. MED4,phage/virus,"The lab_host is 'Prochlorococcus sp. MED4'. Prochlorococcus species are generally associated with marine environments, which are typically mesophilic.",,metadata,True,thermophile,,"The text explicitly states that 'Cyanobacterium aponinum PCC 10605 (Cyan10605), a thermophilic, halotolerant single-cell cyanobacterium...' and later, 'The thermophilic strain Cyan10605 was originally isolated from hot springs and can therefore grow at high temperatures of up to 45 °C [5, 7, 15].'",,True,TMP_results/accessions/ADO98778/library/accession_lit,TMP_results/accessions/ADO98778/library/host_lit,167.67000000000002,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.87, ""CreateAccessionLibrary"": 9.04, ""ClassifyThermalLiterature"": 56.07, ""ClassifyHostMetadata"": 2.75, ""ClassifyThermalRangeHostLiterature"": 56.25}",False,host_literature,explicit,,PMC13101131.1.txt,
gemma4:e4b,AFN37242,Vibrio phage phi-pp2,"{""uid"": ""394774570"", ""accession"": ""AFN37242"", ""title"": ""UvsX [Vibrio phage phi-pp2]"", ""organism"": ""Vibrio phage phi-pp2"", ""taxonId"": 1204514, ""sequence_length"": 366, ""create_date"": ""2012/07/14"", ""update_date"": ""2012/07/14"", ""dbsource"": ""insd"", ""extra"": ""gi|394774570|gb|AFN37242.1|"", ""host"": ""Vibrio parahaemolyticus"", ""old_name"": ""Vibriophage phi-pp2""}",,,,,,False,mesophile,,"The text explicitly states: ""The phage can survive at 50°C for more than one hour."" and later in the 'Viability of phage ϕpp2 in the thermal environment' section: ""The phage was incubated at 37, 50, 61, 70, and 80°C for one hour, respectively."" The optimal growth temperature for the host, V. parahaemolyticus, is implied by the incubation conditions (37°C) and the general context of bacterial growth, which falls within the mesophilic range (15–45°C). The phage shows activity/survival at 37°C and 50°C, but the host is typically mesophilic, and the initial survival statement at 50°C suggests it is at least mesophilic, but the overall context points to mesophilic conditions being relevant.",,True,TMP_results/accessions/AFN37242/library/accession_lit,,54.69,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.52, ""CreateAccessionLibrary"": 14.94, ""ClassifyThermalLiterature"": 37.23}",False,literature,explicit,,PMC3468402.1.txt,
